# BEAST v10.5.0
# Generated Wed Mar 25 18:52:07 UTC 2026 [seed=1774464727266]
# -beagle_threads 12 -force_resume -load_state ../xmls/BRCA1/BRCA1_hmc_save -overwrite ../xmls/BRCA1/BRCA1_shrinkage_fixedRates_HMC.xml
state	posterior	prior	likelihood	increment.0	increment.1	increment.2	increment.3	increment.4	increment.5	increment.6	increment.7	increment.8	increment.9	increment.10	increment.11	increment.12	increment.13	omega.rates1	omega.rates2	omega.rates3	omega.rates4	omega.rates5	omega.rates6	omega.rates7	omega.rates8	omega.rates9	omega.rates10	omega.rates11	omega.rates12	omega.rates13	omega.rates14
40	-9384.603690858343	-23.86906025197298	-9360.73463060637	0.9204490018822565	1.1769246343177122	-0.9584817641233279	-0.11049834876454745	0.1968206129326011	0.31214916722659525	0.49493392830224225	-1.2092496994737498	0.8343449658719131	-0.07464846131085356	0.0063547676717130575	-0.34898222576025995	0.5834109945598775	-1.4310405057694415	1.6321342874691205	2.1093169392015323	0.10824185096174871	0.2723260225689426	0.36795629036959865	0.585388034980284	0.39215167913352816	0.29842110096177654	0.6501446094647013	0.2822659886010106	0.304143098585501	0.30221646798356827	0.42842931607186896	0.23906004942873457
42	-9384.549393865002	-20.6003506584148	-9363.949043206587	0.3422865756358893	0.6303498081010219	-0.5775925184351387	-0.32834055388387284	-0.09824486695364276	-0.16013906256546773	-0.20143436503296763	-1.2670249289707303	0.3387888671405732	-0.05847727147623405	-0.4095247637123317	0.33906544588204157	-0.19184774121983117	-0.7222220408586575	0.6963304626947298	0.9287945688161184	0.19778021505029436	0.2690468761469391	0.5100486308764176	0.34156788168998553	0.39706455443200656	0.28166835986088234	0.4944953634289902	0.35239366162677177	0.37361512091368554	0.5627024288133929	0.40088936717261103	0.48567187333088657
44	-9388.615734032697	-23.69708091694122	-9364.918653115756	1.4633426026980023	0.029247716883058827	-0.4926715652951488	0.06459007010197859	-0.9383107624056032	0.5251075627292864	-0.1328810520482363	-1.1918400044764044	0.4633765693452069	0.06279261751818943	-0.7580940161425641	0.3362673385265206	0.18109289656016558	-0.9711156017686712	2.176378826140745	0.5186985053923207	0.19364507020235794	0.3175057620190496	0.24856121417127866	0.7672710559330249	0.33154336818783664	0.3036620102515505	0.5037474660230193	0.3169355730640613	0.29764630813844084	0.6352381146471351	0.45383449075863336	0.37866036820509724
46	-9383.449967146486	-22.1949032214215	-9361.255063925064	0.7707166976354622	0.5706138675829835	-0.9015840630952885	0.04513837971893775	-0.48229682431029886	0.40788910725942096	0.14296741222084153	-1.3775986338424917	0.39135270829392366	1.899411189296707E-4	-0.5112316273227558	0.5420436249568655	-0.2285769490502585	-0.9687092262870822	0.995794039277679	0.8152033719727227	0.1264550588834848	0.3258442417011891	0.32060694559079567	0.4541185153060795	0.4379100241311626	0.25218341123534305	0.46073532725448096	0.311522336649863	0.311463171367806	0.5193160869954643	0.302012710320981	0.37957266445442683
48	-9382.166014038494	-21.556890371049636	-9360.609123667444	0.6418471793189284	0.16818067433075926	-0.02036016721036793	0.22723270888118585	-0.2928256952117919	0.2397586423566891	-0.2626824063775606	-1.385975675424687	1.1530979792029066	0.3711586506364185	-0.5778759819514089	0.11353208836490813	-0.28322474811826504	-0.6012629754690666	2.2643147895231945	1.4100225356547955	0.3686037228782964	0.32575851999990607	0.3451482202035594	0.5248047022928902	0.4214958354714257	0.25007968412022114	1.191752618948219	0.3761854772966879	0.259543329530044	0.4625708080680978	0.4129256511781394	0.5481189379829395
50	-9382.440243799585	-22.16576480508258	-9360.274478994503	0.4424047722265989	0.38042434393494534	-1.2926600860752218	0.28046455616281807	-0.32292267166639044	0.0868094872666546	-0.5831107518417242	-1.3467026883009627	1.045230543666127	0.06618119449057525	-0.2567170170766886	-0.2736289763667261	-0.6533734281572419	-0.12490463397480742	1.2778672212315403	1.2010690395697192	0.07925355991582589	0.35766463713116026	0.2528826554839644	0.5008400076708632	0.49262089036718887	0.26009646740472	0.8210162987448694	0.28867815525212026	0.2701915693188595	0.3492710402731933	0.459196037968193	0.8825810668195802
52	-9383.58877094578	-22.119531141861845	-9361.469239803919	0.3131460697654662	0.9499006085329711	-0.485769342764659	0.6984034096472691	0.1871158755203477	0.4836442765871989	-0.8489291362110908	-1.1533236853436901	0.8624268157487192	0.6183929893181048	-0.1432969660601593	-0.28594413715822276	-0.8704563607771728	-0.11387953594847293	1.4628533457709096	2.7652841976587426	0.27777235896160024	0.4891072001626039	0.33852268982855943	0.6061113159238111	0.3818189742251708	0.3155861153782508	1.069555140116833	0.45149814682168027	0.24327154268056173	0.28075299041885643	0.3736873115178154	0.8923654473650809
54	-9386.10543423829	-21.024437203620483	-9365.080997034669	0.2990073090212735	-0.7485436028109584	-0.5856153560416253	0.027497352444552647	0.3464789167696709	0.3191882222033813	-0.2573701132803342	-1.0471227524954807	0.9106522958191602	0.21238908210392493	0.43186667040760285	-0.4539553267624965	-0.014056901661441024	-0.8079858924338873	1.7823224062298795	0.6252312639681419	0.29601127789480974	0.44191660198215255	0.39474345579330783	0.6048017431721115	0.34460515152389554	0.35094605650587973	1.321688290703479	0.5316646378757317	0.42993061213211503	0.27915220148829206	0.4395328616596942	0.4457549611381869
56	-9388.071251095298	-23.199408521831906	-9364.871842573466	-0.11669851225829522	1.1016624672592226	-1.7663660136815884	0.16181822911509336	0.47985110987004065	0.4974589511719585	-0.3806252828756481	-1.1698519810128332	0.6007390506569259	0.5055081807554151	0.4907615504834991	-0.30001846580865466	-0.6057342214657625	-0.402832704152445	1.1873511221080326	4.015194773697075	0.12509501957287283	0.5189199680610228	0.43660155137767176	0.5998306135061662	0.45682358684300456	0.3104128848659599	1.33432212381508	0.7317505072655163	0.44139114746577585	0.2702020162478061	0.36474130663788673	0.6684239145154958
58	-9386.505750119668	-20.170060639633004	-9366.335689480034	-0.08245696288154442	0.05664729068391994	-0.5086900987094674	-0.1584400340746619	0.5148821747136338	0.626778398307895	-0.4028837289122158	-0.8604028548843257	0.6488111479323009	0.19082614591743008	0.07781027111972594	-0.1710530540438686	-0.5356528124312312	-0.604822277226633	0.6209296170138743	0.713599578739196	0.21191249999661396	0.24853840287407303	0.45083855759390046	0.5982798299934028	0.3650554547424059	0.4229916437393377	0.674299719834696	0.3524340640155085	0.2912078887374497	0.2694080474495288	0.31966711519414054	0.5461714851257728
